Provider,Category,Feature,Protocol,Raw_Value,Score,Provenance
Keenow,ValueForMoney,_section_total,Overall,,0.75,calculated
Keenow,ValueForMoney,Anonymous payments vfm,Overall,single,0.30,editorial_default
Keenow,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
Keenow,ValueForMoney,Country count,Overall,under_30,,manual_admin
Lantern (not a VPN - web-browser-based service),EaseOfUse,_section_total,Overall,,1.40,calculated
Lantern (not a VPN - web-browser-based service),EaseOfUse,Linux support,Overall,app_with_gui,0.50,manual_admin
Lantern (not a VPN - web-browser-based service),EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
Lantern (not a VPN - web-browser-based service),EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
Lantern (not a VPN - web-browser-based service),EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
Lantern (not a VPN - web-browser-based service),EaseOfUse,Router support,Overall,none,0.00,manual_admin
Lantern (not a VPN - web-browser-based service),EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
Lantern (not a VPN - web-browser-based service),Security,_section_total,Overall,,4.50,calculated
Lantern (not a VPN - web-browser-based service),Security,Anonymous payment,Overall,none,0.00,editorial_default
Lantern (not a VPN - web-browser-based service),Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Lantern (not a VPN - web-browser-based service),Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
Lantern (not a VPN - web-browser-based service),Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Lantern (not a VPN - web-browser-based service),Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Lantern (not a VPN - web-browser-based service),Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Lantern (not a VPN - web-browser-based service),Security,Modern protocols,Overall,has_modern,0.70,calculated
Lantern (not a VPN - web-browser-based service),Security,Obfuscation available,Overall,yes,0.50,calculated
Lantern (not a VPN - web-browser-based service),Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,_section_total,Overall,,7.80,calculated
Lantern (not a VPN - web-browser-based service),Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Download tier,Overall,tier_good,2.65,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Lantern (not a VPN - web-browser-based service),Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Lantern (not a VPN - web-browser-based service),Streaming,_section_total,Overall,,0.15,calculated
Lantern (not a VPN - web-browser-based service),Streaming,Android tv app,Overall,,0.00,comparitech_api
Lantern (not a VPN - web-browser-based service),Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Lantern (not a VPN - web-browser-based service),Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Lantern (not a VPN - web-browser-based service),Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Lantern (not a VPN - web-browser-based service),Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
Lantern (not a VPN - web-browser-based service),Streaming,Streaming device apps,Overall,none,0.00,calculated
Lantern (not a VPN - web-browser-based service),Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
Lantern (not a VPN - web-browser-based service),Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Lantern (not a VPN - web-browser-based service),Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Lantern (not a VPN - web-browser-based service),Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Lantern (not a VPN - web-browser-based service),Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Lantern (not a VPN - web-browser-based service),SystemPerformance,_section_total,Overall,,4.00,calculated
Lantern (not a VPN - web-browser-based service),SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Lantern (not a VPN - web-browser-based service),SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Lantern (not a VPN - web-browser-based service),SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Lantern (not a VPN - web-browser-based service),SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Lantern (not a VPN - web-browser-based service),SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Lantern (not a VPN - web-browser-based service),SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Lantern (not a VPN - web-browser-based service),ValueForMoney,_section_total,Overall,,0.75,calculated
Lantern (not a VPN - web-browser-based service),ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
Lantern (not a VPN - web-browser-based service),ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
Lantern (not a VPN - web-browser-based service),ValueForMoney,Country count,Overall,under_30,,manual_admin
Lantern (not a VPN - web-browser-based service),ValueForMoney,Subscription term count,Overall,two,0.30,manual_admin
Monster VPN,EaseOfUse,_section_total,Overall,,1.60,calculated
Monster VPN,EaseOfUse,Country count,Overall,under_30,0.20,manual_admin
Monster VPN,EaseOfUse,Linux support,Overall,app_cli_only,0.30,manual_admin
Monster VPN,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
Monster VPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
Monster VPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
Monster VPN,EaseOfUse,Router support,Overall,manual_config_only,0.20,manual_admin
Monster VPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
Monster VPN,Security,_section_total,Overall,,3.90,calculated
Monster VPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
Monster VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Monster VPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
Monster VPN,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,manual_admin
Monster VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Monster VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Monster VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Monster VPN,Security,Obfuscation available,Overall,no,0.00,calculated
Monster VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Monster VPN,Speed,_section_total,Overall,,7.80,calculated
Monster VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Monster VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Monster VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Monster VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Monster VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Monster VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Monster VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Monster VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Monster VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Monster VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Monster VPN,Streaming,_section_total,Overall,,0.30,calculated
Monster VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
Monster VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Monster VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Monster VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Monster VPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
Monster VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
Monster VPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
Monster VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Monster VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Monster VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Monster VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Monster VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
Monster VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Monster VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Monster VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Monster VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Monster VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Monster VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Monster VPN,ValueForMoney,_section_total,Overall,,3.75,calculated
Monster VPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
Monster VPN,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
Monster VPN,ValueForMoney,Country count,Overall,30_to_59,,manual_admin
Monster VPN,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
Monster VPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
Monster VPN,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
Monster VPN,ValueForMoney,Money back duration,Overall,7_to_13,0.40,editorial_default
Monster VPN,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
Monster VPN,ValueForMoney,Pricing consistency,Overall,extreme,0.30,editorial_default
Monster VPN,ValueForMoney,Renewal lowest price tier,Overall,over_10,0.00,editorial_default
Monster VPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
Monster VPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
Mullvad VPN,EaseOfUse,_section_total,Overall,,3.80,calculated
Mullvad VPN,EaseOfUse,Apps for major platforms,Overall,2_or_fewer,0.30,manual_admin
Mullvad VPN,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
Mullvad VPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
Mullvad VPN,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
Mullvad VPN,EaseOfUse,Knowledge base,Overall,comprehensive,0.40,manual_admin
Mullvad VPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
Mullvad VPN,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
Mullvad VPN,EaseOfUse,Quick connect,Overall,no,0.00,manual_admin
Mullvad VPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
Mullvad VPN,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
Mullvad VPN,EaseOfUse,Setup guides,Overall,comprehensive,0.40,manual_admin
Mullvad VPN,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
Mullvad VPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
Mullvad VPN,Security,_section_total,Overall,,7.20,calculated
Mullvad VPN,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
Mullvad VPN,Security,Authentication strength,Overall,sha384_or_higher,0.30,calculated
Mullvad VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Mullvad VPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
Mullvad VPN,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,editorial_default
Mullvad VPN,Security,Independent audit,Overall,older,0.40,editorial_default
Mullvad VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Mullvad VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Mullvad VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Mullvad VPN,Security,Modern protocols,Overall,has_modern,0.70,calculated
Mullvad VPN,Security,No logs policy status,Overall,claimed,0.50,editorial_default
Mullvad VPN,Security,Obfuscation available,Overall,yes,0.50,calculated
Mullvad VPN,Security,Perfect forward secrecy,Overall,yes,0.30,calculated
Mullvad VPN,Security,Restrictive region access,Overall,no,0.00,editorial_default
Mullvad VPN,Security,Rsa key length,Overall,4096_plus,0.20,calculated
Mullvad VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Mullvad VPN,Speed,_section_total,Overall,,7.80,calculated
Mullvad VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Mullvad VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Mullvad VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Mullvad VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Mullvad VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Mullvad VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Mullvad VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Mullvad VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Mullvad VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Mullvad VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Mullvad VPN,Streaming,_section_total,Overall,,0.30,calculated
Mullvad VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
Mullvad VPN,Streaming,Browser extensions,Overall,no,,editorial_default
Mullvad VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Mullvad VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Mullvad VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Mullvad VPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
Mullvad VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
Mullvad VPN,Streaming,Streaming hub coverage,Overall,3_plus_hubs,,benchmark_run
Mullvad VPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
Mullvad VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,2.40,benchmark_run
Mullvad VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,1.00,benchmark_run
Mullvad VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,0.30,benchmark_run
Mullvad VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Mullvad VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
Mullvad VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Mullvad VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Mullvad VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Mullvad VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Mullvad VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Mullvad VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Mullvad VPN,ValueForMoney,_section_total,Overall,,5.55,calculated
Mullvad VPN,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
Mullvad VPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
Mullvad VPN,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
Mullvad VPN,ValueForMoney,Country count,Overall,30_to_59,,manual_admin
Mullvad VPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
Mullvad VPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
Mullvad VPN,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
Mullvad VPN,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
Mullvad VPN,ValueForMoney,Intro lowest price tier,Overall,5_to_7,0.50,editorial_default
Mullvad VPN,ValueForMoney,Money back duration,Overall,14_to_29,0.70,editorial_default
Mullvad VPN,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
Mullvad VPN,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
Mullvad VPN,ValueForMoney,Renewal lowest price tier,Overall,5_to_7,0.50,editorial_default
Mullvad VPN,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
Mullvad VPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
Mullvad VPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
Mullvad VPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
NoLagVPN,EaseOfUse,_section_total,Overall,,2.00,calculated
NoLagVPN,EaseOfUse,Ease of cancellation,Overall,moderate,0.20,manual_admin
NoLagVPN,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
NoLagVPN,EaseOfUse,Knowledge base,Overall,basic,0.20,manual_admin
NoLagVPN,EaseOfUse,Linux support,Overall,none,0.00,manual_admin
NoLagVPN,EaseOfUse,Live chat quality,Overall,email_only,0.10,manual_admin
NoLagVPN,EaseOfUse,Quick connect,Overall,no,0.00,manual_admin
NoLagVPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
NoLagVPN,EaseOfUse,Router support,Overall,manual_config_only,0.20,manual_admin
NoLagVPN,EaseOfUse,Setup guides,Overall,partial,0.20,manual_admin
NoLagVPN,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
NoLagVPN,Security,_section_total,Overall,,3.60,calculated
NoLagVPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
NoLagVPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
NoLagVPN,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
NoLagVPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
NoLagVPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
NoLagVPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
NoLagVPN,Security,Modern protocols,Overall,openvpn_only,0.30,calculated
NoLagVPN,Security,Obfuscation available,Overall,no,0.00,calculated
NoLagVPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
NoLagVPN,Speed,_section_total,Overall,,7.80,calculated
NoLagVPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
NoLagVPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
NoLagVPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
NoLagVPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
NoLagVPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
NoLagVPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
NoLagVPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
NoLagVPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
NoLagVPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
NoLagVPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
NoLagVPN,Streaming,_section_total,Overall,,0.15,calculated
NoLagVPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
NoLagVPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
NoLagVPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
NoLagVPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
NoLagVPN,Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
NoLagVPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
NoLagVPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
NoLagVPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
NoLagVPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
NoLagVPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
NoLagVPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
NoLagVPN,SystemPerformance,_section_total,Overall,,4.00,calculated
NoLagVPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
NoLagVPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
NoLagVPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
NoLagVPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
NoLagVPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
NoLagVPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
NoLagVPN,ValueForMoney,_section_total,Overall,,4.80,calculated
NoLagVPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
NoLagVPN,ValueForMoney,Connection limit tier,Overall,,,editorial_default
NoLagVPN,ValueForMoney,Country count,Overall,under_30,,manual_admin
NoLagVPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
NoLagVPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
NoLagVPN,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
NoLagVPN,ValueForMoney,Money back duration,Overall,14_to_29,0.70,editorial_default
NoLagVPN,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
NoLagVPN,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
NoLagVPN,ValueForMoney,Renewal lowest price tier,Overall,under_3_usd,1.00,editorial_default
NoLagVPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
NoLagVPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
NordVPN,EaseOfUse,_section_total,Overall,,8.72,calculated
NordVPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,calculated
NordVPN,EaseOfUse,Browser extensions,Overall,1_plus,0.50,editorial_default
NordVPN,EaseOfUse,Country count,Overall,60_plus,0.80,calculated
NordVPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
NordVPN,EaseOfUse,Ease of signup,Overall,moderate,0.42,editorial_default
NordVPN,EaseOfUse,Feature parity,Overall,most_features,0.40,editorial_default
NordVPN,EaseOfUse,Knowledge base,Overall,comprehensive,0.40,editorial_default
NordVPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
NordVPN,EaseOfUse,Live chat quality,Overall,24_7,0.80,editorial_default
NordVPN,EaseOfUse,Novice friendly design,Overall,high,0.60,editorial_default
NordVPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
NordVPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
NordVPN,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
NordVPN,EaseOfUse,Server picker quality,Overall,10_plus,0.70,editorial_default
NordVPN,EaseOfUse,Setup guides,Overall,comprehensive,0.40,editorial_default
NordVPN,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
NordVPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
NordVPN,EaseOfUse,Unblocking consistency,Overall,great,1.00,comparitech_api
NordVPN,Security,_section_total,Overall,,10.00,calculated
NordVPN,Security,Additional security features,Overall,Yes,0.40,comparitech_api
NordVPN,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
NordVPN,Security,Audit cadence,Overall,continuous,0.50,editorial_default
NordVPN,Security,Authentication strength,Overall,sha384_or_higher,0.30,calculated
NordVPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,benchmark_run
NordVPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
NordVPN,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,editorial_default
NordVPN,Security,Hq outside 9 eyes,Overall,Yes,0.10,comparitech_api
NordVPN,Security,Independent audit,Overall,within_24mo,1.00,editorial_default
NordVPN,Security,Ip logs,Overall,No,0.60,comparitech_api
NordVPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,benchmark_run
NordVPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,benchmark_run
NordVPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
NordVPN,Security,Modern protocols,Overall,has_modern,0.70,calculated
NordVPN,Security,No logs policy status,Overall,audited,1.00,editorial_default
NordVPN,Security,Obfuscation available,Overall,yes,0.50,calculated
NordVPN,Security,Perfect forward secrecy,Overall,yes,0.30,calculated
NordVPN,Security,Private dns,Overall,Yes,0.40,comparitech_api
NordVPN,Security,Ram only servers,Overall,full,0.40,editorial_default
NordVPN,Security,Restrictive region access,Overall,yes,0.30,editorial_default
NordVPN,Security,Rsa key length,Overall,4096_plus,0.20,calculated
NordVPN,Security,Torrenting allowed,Overall,Yes,0.50,comparitech_api
NordVPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,benchmark_run
NordVPN,Speed,_coverage,Overall,"{""status"": ""full"", ""count"": 7, ""expected"": 7, ""countries"": [""AU"", ""BR"", ""DE"", ""GB"", ""JP"", ""US"", ""ZA""], ""has_core"": true, ""has_far"": true, ""panel"": [""AU"", ""BR"", ""DE"", ""GB"", ""JP"", ""US"", ""ZA""]}",10.00,calculated
NordVPN,Speed,_section_total,Overall,,7.80,calculated
NordVPN,Speed,_section_total,OpenVPN (UDP),,5.50,calculated
NordVPN,Speed,_section_total,OpenVPN (TCP),,6.65,calculated
NordVPN,Speed,_section_total,NordLynx,,7.50,calculated
NordVPN,Speed,_section_total_v3_global,Overall,,6.80,calculated
NordVPN,Speed,_section_total_v3_protocol,OpenVPN (UDP),,6.52,calculated
NordVPN,Speed,_section_total_v3_protocol,OpenVPN (TCP),,5.37,calculated
NordVPN,Speed,_section_total_v3_protocol,NordLynx,,7.81,calculated
NordVPN,Speed,_section_total_v3_uk,Overall,,6.32,calculated
NordVPN,Speed,_speed_v3_dl,Overall,,0.46,calculated
NordVPN,Speed,_speed_v3_lat,Overall,,0.08,calculated
NordVPN,Speed,_speed_v3_raw,Overall,"{""raw"": 0.568663, ""dl"": 0.461521, ""ul"": 0.024135, ""lat"": 0.083007, ""curve_score"": 6.32, ""curve_flavor"": ""uk_weighted"", ""curve_field_size"": 7, ""curve_score_min"": 5.0, ""curve_score_max"": 8.5}",0.57,calculated
NordVPN,Speed,_speed_v3_ul,Overall,,0.02,calculated
NordVPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
NordVPN,Speed,Connection time,OpenVPN (UDP),tier_fast,0.10,benchmark_run
NordVPN,Speed,Connection time,OpenVPN (TCP),tier_fast,0.10,benchmark_run
NordVPN,Speed,Connection time,NordLynx,tier_fast,0.10,benchmark_run
NordVPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
NordVPN,Speed,Download tier,OpenVPN (UDP),tier_okay,2.00,benchmark_run
NordVPN,Speed,Download tier,OpenVPN (TCP),tier_good,2.65,benchmark_run
NordVPN,Speed,Download tier,NordLynx,tier_excellent,3.30,benchmark_run
NordVPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
NordVPN,Speed,Jitter tier,OpenVPN (UDP),tier_excellent,0.40,benchmark_run
NordVPN,Speed,Jitter tier,OpenVPN (TCP),tier_excellent,0.40,benchmark_run
NordVPN,Speed,Jitter tier,NordLynx,tier_excellent,0.40,benchmark_run
NordVPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
NordVPN,Speed,Latency tier,OpenVPN (UDP),tier_okay,1.00,benchmark_run
NordVPN,Speed,Latency tier,OpenVPN (TCP),tier_good,1.50,benchmark_run
NordVPN,Speed,Latency tier,NordLynx,tier_good,1.50,benchmark_run
NordVPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
